id,sleep_hours,daily_exercise_mins,screen_time_hours,diet_quality_1_10,stress_level_1_10,productivity_score_1_10,mood_level_1_10
12210,5.37,23,2.93,7,7,3.48,5.75
12211,4.92,2,3.77,8,6,3.17,3.41
12212,6.99,11,5.32,5,7,4.89,3.35
12213,3.76,13,6.25,6,7,3.32,2.59
12214,8.85,29,5.04,6,6,4.38,6.06
12215,8.83,45,5.27,4,5,5.85,5.69
12216,6.35,8,7.65,7,6,5.33,4.25
12217,6.44,15,5.39,5,6,4.57,3.11
12218,6.89,21,3.57,6,6,4.99,6.15
12219,7.08,8,5.16,7,7,5.58,5.51
12220,7.19,85,7.42,6,7,5.37,5.92
12221,7.84,42,2.26,4,7,4.83,5.25
12222,6.74,7,3.14,6,7,3.96,3.75
12223,8.41,14,6.9,6,7,4.16,5.07
12224,7.67,5,3.42,5,5,5.07,4.66
12225,6.09,14,5.53,4,8,3.29,3.14
12226,9.0,23,6.58,6,5,6.92,5.07
12227,4.96,2,1.49,3,7,3.6,3.51
12228,6.86,41,3.18,4,7,3.92,5.17
12229,8.45,18,6.41,4,7,4.91,4.7
12230,5.92,91,3.75,4,8,4.69,5.13
12231,7.46,1,0.5,5,6,5.32,6.02
12232,7.82,36,2.98,8,3,6.8,7.09
12233,5.71,31,5.59,7,7,4.27,5.7
12234,6.89,3,6.55,8,7,5.25,4.47
12235,6.77,8,4.1,5,7,5.95,4.15
12236,6.17,43,4.97,2,7,3.35,2.51
12237,10.45,15,3.26,5,5,5.75,5.89
12238,5.86,10,5.81,8,7,3.94,3.24
12239,8.51,47,6.85,5,6,6.32,6.01
12240,6.41,2,5.54,6,7,4.42,5.2
12241,5.37,13,3.76,6,7,3.28,3.58
12242,7.15,21,4.87,7,8,4.2,5.4
12243,7.97,19,5.9,7,7,4.73,6.26
12244,8.38,6,4.06,3,8,5.26,4.66
12245,9.34,17,5.6,2,6,4.78,3.63
12246,11.0,25,4.74,7,3,6.85,7.13
12247,7.38,18,6.84,6,6,4.45,5.8
12248,6.01,23,5.4,7,7,4.84,3.85
12249,7.68,6,3.0,5,7,4.39,4.27
12250,6.6,36,6.81,7,7,6.02,5.5
12251,8.39,12,4.92,6,7,5.35,5.79
12252,5.05,87,3.72,5,9,3.85,4.5
12253,10.55,0,1.29,5,2,5.93,6.6
12254,8.28,10,4.46,6,5,6.68,5.15
12255,4.47,4,7.67,7,10,3.44,3.54
12256,5.94,16,0.5,6,6,6.06,3.36
12257,8.22,6,0.5,4,6,5.22,5.0
12258,8.76,27,5.53,9,3,7.07,7.86
12259,5.09,43,4.47,7,5,4.7,5.86
12260,8.07,5,5.34,8,7,6.12,6.39
12261,4.08,4,2.95,4,8,2.44,2.57
12262,6.87,42,0.5,6,6,4.99,5.9
12263,8.67,9,2.34,6,5,5.99,5.06
12264,6.17,11,7.12,7,10,4.03,4.72
12265,4.74,5,3.1,3,8,3.29,2.28
12266,7.22,11,3.11,3,6,4.75,2.73
12267,6.09,5,0.5,5,7,4.47,3.07
12268,7.94,22,0.5,7,5,6.09,6.92
12269,5.67,14,6.22,5,7,5.4,4.86
12270,5.84,31,3.48,6,7,3.31,4.67
12271,3.97,8,5.98,6,9,3.12,2.54
12272,7.25,14,2.49,5,6,4.82,4.14
12273,6.76,6,1.06,9,4,6.75,5.76
12274,5.22,55,3.48,5,7,5.11,5.65
12275,7.29,15,2.85,2,7,2.27,3.62
12276,8.54,4,2.33,4,7,5.69,4.97
12277,6.68,6,2.39,4,8,4.26,4.92
12278,7.4,2,3.73,6,5,5.69,4.91
12279,7.41,1,3.02,6,4,4.95,5.53
12280,5.19,15,2.14,7,9,4.89,5.08
12281,10.08,8,7.61,9,5,6.85,7.25
12282,6.29,66,4.92,6,5,5.35,5.89
12283,7.98,4,4.32,8,4,7.13,6.5
12284,8.15,32,3.87,5,6,7.0,4.86
12285,6.79,8,5.33,7,7,4.88,5.51
12286,7.91,5,5.06,5,4,3.98,5.38
12287,7.37,70,1.93,6,6,6.28,5.33
12288,4.87,32,0.94,6,6,4.22,3.86
12289,6.5,20,0.5,8,7,5.78,5.37
12290,6.08,24,7.58,6,8,4.65,5.05
12291,6.31,95,3.11,6,7,5.75,5.54
12292,5.04,18,5.18,7,7,3.74,5.65
12293,8.69,2,4.4,8,5,4.99,6.26
12294,9.4,1,5.83,3,9,3.57,3.73
12295,8.47,22,3.87,6,5,5.64,5.75
12296,8.91,21,1.34,4,6,6.42,6.16
12297,6.48,28,1.93,8,6,5.44,6.79
12298,6.05,2,3.3,7,8,5.42,3.67
12299,5.83,58,0.83,8,5,4.59,6.11
12300,7.97,16,2.29,3,6,5.06,5.07
12301,7.34,21,1.6,6,7,6.42,3.63
12302,6.88,1,3.34,8,5,4.88,7.59
12303,8.94,65,3.01,9,3,7.28,6.25
12304,7.61,17,4.24,7,5,5.71,4.38
12305,5.74,17,5.71,5,6,4.8,3.51
12306,5.98,57,3.51,6,7,4.27,5.05
12307,8.02,53,1.0,4,3,4.99,4.11
12308,8.56,5,0.5,9,4,7.16,6.65
12309,7.83,54,4.32,7,4,6.59,4.09
12310,9.85,27,2.67,6,6,5.46,5.79
12311,9.45,0,3.69,7,4,6.62,6.61
12312,7.66,5,4.66,6,5,5.12,6.09
12313,5.74,11,6.89,5,8,3.23,2.61
12314,5.04,17,0.5,5,7,3.71,3.12
12315,6.42,24,1.98,5,7,4.49,4.51
12316,8.13,5,3.83,7,4,7.85,6.69
12317,9.74,36,1.72,8,4,7.2,8.2
12318,7.63,37,1.02,5,6,4.84,5.49
12319,8.75,20,6.62,5,7,4.5,4.37
12320,6.63,51,1.9,8,6,6.41,5.45
12321,7.93,34,1.38,6,5,5.79,4.74
12322,8.24,5,1.7,2,6,4.44,5.26
12323,4.03,32,6.17,5,9,3.17,3.61
12324,6.38,61,2.61,7,4,5.08,7.06
12325,8.42,3,1.23,5,6,5.36,4.72
12326,7.41,77,2.32,6,4,7.71,5.25
12327,5.21,1,3.9,4,9,3.35,4.28
12328,3.35,15,5.78,5,7,3.31,3.0
12329,6.45,30,5.62,4,6,4.85,4.06
12330,6.89,31,2.44,4,9,4.39,5.53
12331,5.67,27,2.94,5,8,3.68,4.49
12332,7.21,15,8.21,8,6,4.96,6.46
12333,7.76,21,5.99,7,5,5.19,6.11
12334,8.01,24,3.5,10,3,7.47,7.76
12335,3.47,14,0.5,5,8,3.2,4.65
12336,5.03,18,3.08,8,7,4.04,4.22
12337,6.54,37,1.35,9,4,7.15,7.15
12338,7.86,8,2.27,8,7,6.34,7.25
12339,7.73,15,2.07,8,4,6.37,5.76
12340,7.71,0,3.54,6,4,4.88,4.92
12341,6.42,23,4.14,6,10,2.61,6.13
12342,6.51,4,2.54,4,8,5.7,3.78
12343,5.91,13,1.44,1,8,5.0,3.4
12344,8.15,5,3.64,6,6,5.41,4.11
12345,5.62,0,3.0,4,8,3.86,4.15
12346,8.28,13,0.5,5,4,5.1,5.42
12347,7.31,11,5.22,5,7,2.96,5.1
12348,6.93,11,2.54,7,6,5.14,5.39
12349,6.01,5,3.46,6,7,3.02,5.42
12350,4.97,59,3.56,8,4,6.23,6.44
12351,6.03,0,3.97,5,7,4.43,4.39
12352,6.5,44,4.29,6,7,4.44,4.56
12353,3.45,27,1.39,6,7,4.68,2.52
12354,6.7,4,4.62,5,6,5.36,4.31
12355,8.39,13,3.31,6,7,5.38,6.11
12356,7.85,90,6.17,9,5,6.69,6.88
12357,6.26,21,5.63,8,6,5.2,5.61
12358,7.07,3,6.65,5,7,5.64,4.42
12359,6.17,12,2.12,5,5,4.8,3.08
12360,7.22,13,6.57,5,10,4.55,4.23
12361,9.31,32,4.19,6,7,7.2,5.99
12362,8.45,50,5.38,3,6,4.33,4.67
12363,7.78,2,5.35,6,4,3.19,5.68
12364,6.26,8,4.92,7,7,4.85,3.55
12365,8.12,7,1.82,5,7,5.57,4.1
12366,4.47,111,5.91,6,8,4.28,5.15
12367,6.62,16,4.7,6,6,5.24,4.96
12368,7.88,42,1.05,3,5,6.13,6.18
12369,8.11,11,3.03,6,6,4.14,6.08
12370,8.0,26,1.57,5,4,4.92,6.93
12371,7.44,7,1.15,9,5,6.43,7.52
12372,6.71,49,5.71,6,8,4.23,5.24
12373,7.81,12,1.04,4,6,4.62,5.96
12374,5.57,33,1.36,3,7,4.33,3.11
12375,5.73,6,7.96,6,5,3.53,5.05
12376,7.09,24,3.1,8,4,4.62,5.31
12377,7.26,10,5.32,5,7,4.23,6.07
12378,4.26,1,6.25,7,6,4.3,4.27
12379,7.68,11,5.55,7,8,5.63,5.26
12380,8.16,16,4.3,7,5,4.85,5.24
12381,6.88,3,3.93,6,6,4.22,2.4
12382,10.56,4,5.08,5,8,5.99,5.62
12383,5.98,13,3.55,6,8,3.59,3.61
12384,6.46,8,5.39,4,10,2.97,5.49
12385,6.41,12,3.48,4,9,4.99,3.99
12386,6.89,12,3.71,8,6,5.17,6.56
12387,6.51,3,7.76,7,6,3.9,5.98
12388,4.89,4,3.04,7,5,4.8,6.09
12389,6.18,38,4.04,5,8,4.95,5.73
12390,6.85,4,4.86,8,5,5.77,6.48
12391,8.84,22,4.99,6,3,5.93,6.21
12392,10.3,11,4.59,6,6,5.41,5.02
12393,9.0,69,1.5,8,4,8.37,7.02
12394,5.84,1,4.32,5,6,4.98,4.13
12395,5.96,35,4.49,5,9,3.78,4.54
12396,6.76,14,6.28,8,5,5.41,7.15
12397,9.68,0,5.48,7,8,5.0,6.01
12398,6.75,6,6.41,7,8,4.81,4.71
12399,5.01,10,1.99,2,9,3.2,3.13
12400,6.25,8,2.01,8,5,5.73,4.49
12401,8.14,9,4.66,5,7,5.93,5.49
12402,8.03,50,6.27,5,7,5.72,4.47
12403,6.7,9,3.6,6,6,4.33,5.16
12404,8.03,11,2.52,4,6,4.13,4.24
12405,3.59,29,0.8,8,8,4.77,4.79
12406,7.16,32,4.73,6,6,5.73,5.52
12407,8.29,2,3.77,7,6,7.14,6.4
12408,5.75,24,3.13,5,6,3.58,5.08
12409,5.75,13,5.81,8,5,5.75,6.08
12410,4.2,3,3.83,9,8,4.16,4.86
12411,9.38,6,4.0,4,7,6.32,4.48
12412,5.92,1,5.8,4,9,3.26,3.22
12413,7.36,9,8.38,5,7,5.24,4.76
12414,7.91,6,3.11,8,5,7.72,7.01
12415,9.27,10,2.25,6,6,6.17,6.41
12416,6.77,17,2.02,6,7,4.45,5.91
12417,6.19,26,4.95,7,8,4.39,5.41
12418,7.26,19,1.82,9,5,5.5,6.41
12419,8.93,23,3.25,3,7,4.42,5.14
12420,6.74,40,3.43,5,9,4.11,4.89
12421,5.57,41,7.11,1,9,4.75,3.2
12422,4.69,39,6.39,7,8,3.83,5.02
12423,5.17,3,0.93,8,6,5.14,5.09
12424,8.3,6,7.17,5,7,5.05,5.2
12425,6.52,14,1.57,7,7,5.45,5.36
12426,6.09,9,4.32,3,7,5.09,4.95
12427,5.93,3,2.33,7,5,4.01,4.59
12428,7.13,7,3.22,10,6,5.11,5.63
12429,6.64,74,2.04,5,8,4.53,4.64
12430,6.59,9,7.35,7,6,5.89,4.39
12431,9.02,11,3.72,5,6,5.78,5.21
12432,9.31,0,4.45,6,6,6.98,4.89
12433,4.58,25,1.86,8,6,3.65,6.05
12434,7.49,11,1.17,7,5,6.16,6.06
12435,5.83,2,3.11,6,7,4.79,4.86
12436,6.63,69,5.04,6,6,4.26,4.75
12437,7.46,30,3.76,4,4,5.44,5.26
12438,6.68,26,5.95,8,6,5.77,5.77
12439,7.35,63,4.25,7,6,5.44,4.02
12440,8.01,10,4.01,4,5,5.3,3.91
12441,7.44,25,5.07,6,6,4.42,4.73
12442,6.03,5,4.2,4,9,4.24,4.34
12443,6.06,24,5.89,5,7,5.18,4.05
12444,4.84,0,5.11,7,7,3.63,5.08
12445,5.72,3,5.82,8,6,5.54,5.58
12446,9.94,11,5.43,7,6,5.01,4.85
12447,5.81,0,6.72,6,10,3.87,4.56
12448,5.21,12,5.66,7,8,4.34,3.86
12449,7.48,15,7.5,5,8,4.17,5.0
12450,6.83,19,2.92,7,6,5.08,4.23
12451,6.71,2,5.67,6,6,5.87,4.24
12452,9.11,4,1.24,5,6,3.66,4.65
12453,7.82,19,5.89,5,7,5.94,4.9
12454,6.21,21,4.11,7,8,3.89,5.61
12455,6.36,1,5.87,6,9,5.38,3.48
12456,6.25,16,7.36,5,7,4.92,4.86
12457,8.31,31,5.6,5,7,5.41,5.15
12458,6.54,1,3.17,4,7,5.04,5.73
12459,4.31,11,1.82,6,8,3.69,4.18
12460,6.93,8,5.07,7,5,5.63,4.6
12461,4.69,49,3.43,3,8,3.61,4.23
12462,10.28,4,5.33,4,7,5.45,4.68
12463,5.55,8,2.99,3,9,4.05,2.67
12464,6.76,46,2.14,8,4,6.62,5.94
12465,7.39,8,3.52,7,6,5.08,5.35
12466,6.57,15,5.0,8,6,5.4,5.65
12467,6.56,1,4.24,9,4,5.64,5.23
12468,7.63,84,2.37,7,7,5.76,5.86
12469,9.29,35,7.6,6,8,6.21,5.18
12470,8.15,20,3.72,6,6,6.41,5.88
12471,9.22,1,0.5,5,5,7.4,5.01
12472,5.43,2,5.86,5,8,3.23,2.58
12473,7.48,16,3.98,5,9,5.33,3.79
12474,7.23,7,3.66,6,7,5.18,4.7
12475,7.53,19,3.62,3,6,4.33,4.76
12476,9.06,18,3.63,4,4,6.13,6.29
12477,6.67,36,7.34,4,8,4.21,3.21
12478,6.39,7,4.93,4,7,3.99,2.9
12479,7.8,17,4.52,7,6,5.48,5.57
12480,4.33,30,3.47,5,8,3.38,3.33
12481,6.64,13,7.46,6,9,5.18,4.06
12482,6.8,36,5.69,7,4,5.71,6.88
12483,5.62,3,5.98,7,8,4.88,3.46
12484,8.59,26,4.56,7,7,6.89,5.78
12485,5.41,57,6.0,9,4,5.22,6.41
12486,6.8,8,4.79,6,6,6.64,4.34
12487,7.44,9,3.26,6,6,5.23,6.13
12488,9.03,2,4.74,5,7,5.41,6.48
12489,6.98,21,8.19,3,8,4.36,3.68
12490,8.4,16,4.41,6,6,4.81,6.87
12491,8.05,1,6.54,8,5,5.08,6.07
12492,7.19,28,6.38,5,7,4.51,3.94
12493,5.37,35,5.13,5,7,4.37,5.0
12494,4.85,48,7.31,8,6,4.41,4.3
12495,7.16,16,0.5,6,6,4.34,4.43
12496,6.19,12,0.5,4,8,5.06,4.86
12497,8.38,42,7.46,4,8,3.97,4.22
12498,8.12,10,2.71,7,5,6.46,7.4
12499,6.72,21,4.22,6,8,3.88,3.51
12500,5.26,19,7.5,6,8,3.53,4.97
12501,7.77,9,4.4,4,7,4.42,4.51
12502,5.47,2,7.38,7,9,5.68,2.53
12503,5.86,0,3.22,8,6,5.2,6.2
12504,5.53,11,5.23,5,7,4.25,3.36
12505,6.79,13,4.12,7,7,4.95,3.28
12506,8.76,35,6.98,5,6,4.71,6.93
12507,6.99,11,3.48,7,7,5.63,5.99
12508,6.34,7,2.07,7,4,5.4,5.27
12509,4.71,12,3.06,5,8,4.84,4.9
12510,7.83,5,3.15,2,7,3.28,4.15
12511,5.83,2,2.71,5,7,5.2,4.44
12512,7.18,2,2.62,7,7,5.33,6.66
12513,6.47,8,6.24,8,5,4.69,5.78
12514,8.26,0,6.82,5,6,5.04,5.89
12515,6.76,5,4.78,8,7,4.57,5.01
12516,6.91,31,2.71,9,5,7.01,5.31
12517,7.73,5,2.83,7,5,5.53,5.55
12518,10.16,2,0.5,4,5,5.18,6.4
12519,8.33,60,4.76,7,5,5.87,7.64
12520,6.87,19,2.63,5,5,4.44,5.15
12521,7.0,1,6.94,5,7,5.4,6.2
12522,6.21,1,1.24,7,5,4.39,4.8
12523,5.58,19,2.82,7,7,4.78,4.27
12524,6.17,16,3.81,7,6,5.23,5.35
12525,5.84,1,4.93,7,8,4.12,4.87
12526,7.98,5,7.61,6,8,3.75,4.72
12527,5.39,53,1.26,3,6,5.89,3.91
12528,9.0,17,3.4,10,3,6.88,6.88
12529,8.13,12,1.14,5,5,4.49,6.12
12530,7.03,6,5.58,5,6,4.02,4.85
12531,7.0,3,2.71,4,6,4.58,4.88
12532,6.16,10,3.79,6,8,4.34,2.66
12533,7.41,51,3.66,6,6,4.57,6.59
12534,8.63,1,4.23,6,7,5.46,4.79
12535,5.95,94,3.69,9,4,5.76,7.72
12536,4.7,5,2.06,7,5,5.27,3.85
12537,8.05,11,4.17,4,6,5.09,3.85
12538,7.49,1,2.41,10,6,5.93,6.13
12539,5.32,18,5.63,3,8,5.76,3.71
12540,5.9,13,4.11,6,9,3.86,5.34
12541,5.71,22,1.92,5,6,4.51,4.47
12542,5.91,16,8.81,7,8,5.48,4.06
12543,6.51,10,7.32,7,7,5.28,5.94
12544,6.6,27,8.89,5,6,3.8,4.34
12545,6.02,1,3.31,8,5,5.52,5.29
12546,5.86,16,2.33,6,7,5.39,5.51
12547,6.66,2,5.61,9,6,3.52,6.23
12548,7.25,11,6.22,8,6,5.13,6.25
12549,6.53,31,4.39,5,7,5.96,5.5
12550,8.74,3,0.5,8,4,5.96,5.81
12551,7.76,55,2.04,5,3,7.06,6.16
12552,4.61,44,4.85,7,7,4.12,4.1
12553,7.79,11,2.68,7,5,5.86,5.29
12554,7.91,0,1.27,5,7,5.02,5.84
12555,6.35,31,3.48,2,9,3.12,4.45
12556,4.76,43,0.5,9,6,4.36,7.74
12557,7.01,4,2.79,7,6,5.84,5.51
12558,6.99,50,3.15,6,4,5.31,4.68
12559,5.32,49,4.62,6,6,6.3,5.54
12560,4.82,13,5.1,8,7,4.41,4.2
12561,6.87,32,4.76,10,5,6.15,6.15
12562,6.65,12,5.79,8,6,5.6,6.26
12563,6.37,17,3.66,7,4,4.84,5.43
12564,6.87,8,1.09,7,7,5.21,5.82
12565,5.35,3,4.09,7,6,3.44,4.89
12566,6.35,27,2.25,4,4,5.48,5.38
12567,7.8,0,1.29,7,6,4.44,5.55
12568,6.48,17,5.16,4,7,4.81,3.26
12569,4.49,40,1.17,7,7,4.6,5.78
12570,6.29,5,5.36,5,6,3.88,3.97
12571,5.39,8,1.42,8,5,4.93,5.82
12572,7.4,18,3.42,7,5,5.94,6.13
12573,7.48,6,2.87,5,7,5.09,4.82
12574,4.51,38,6.27,4,8,3.28,3.66
12575,8.14,9,5.19,9,6,5.39,6.38
12576,5.33,17,2.35,6,6,3.78,2.81
12577,9.34,5,3.68,9,4,5.0,7.13
12578,6.93,1,6.66,4,9,4.67,4.19
12579,5.13,4,6.99,6,10,3.81,4.66
12580,5.29,1,1.26,2,7,4.3,2.18
12581,7.52,13,6.63,7,6,5.96,5.88
12582,6.41,18,6.48,8,6,5.95,4.45
12583,6.86,1,4.36,5,7,4.08,5.64
12584,9.42,2,3.82,5,4,5.78,5.43
12585,5.95,13,2.9,5,6,3.79,5.14
12586,7.09,32,1.49,6,4,6.09,6.89
12587,9.13,20,4.68,5,5,5.71,5.61
12588,7.41,2,3.66,8,7,5.76,5.16
12589,4.59,44,4.87,5,5,4.34,4.18
12590,7.76,50,4.92,3,8,5.41,5.54
12591,5.26,8,9.04,6,8,3.43,4.66
12592,9.11,19,6.39,5,7,4.51,5.99
12593,5.77,14,5.09,4,7,5.02,5.32
12594,11.0,57,0.5,6,3,7.78,7.39
12595,9.2,14,4.78,3,8,4.4,4.79
12596,5.81,64,7.16,7,7,3.92,5.66
12597,7.03,4,3.15,6,8,4.41,3.76
12598,8.13,8,8.38,5,4,3.44,6.08
12599,8.18,30,5.09,4,8,4.06,4.22
12600,7.66,31,4.59,3,7,4.16,4.7
12601,8.88,26,2.02,8,3,7.24,7.56
12602,6.82,39,7.01,5,9,4.37,4.04
12603,6.45,24,2.34,3,6,3.7,3.53
12604,6.48,20,2.87,6,7,5.73,4.95
12605,8.29,12,0.5,6,4,5.13,6.53
12606,7.55,13,5.79,9,5,4.5,6.8
12607,7.44,10,5.18,5,8,5.15,4.82
12608,8.19,19,4.02,8,8,5.36,5.12
12609,3.92,10,5.48,6,7,4.3,2.97
12610,7.47,3,5.29,4,9,3.51,4.84
12611,7.33,2,3.27,7,7,4.62,5.45
12612,9.5,52,2.43,8,5,6.09,7.88
12613,4.71,1,0.57,8,7,4.9,4.77
12614,9.34,2,3.64,7,4,6.65,6.36
12615,7.11,12,1.38,8,4,6.67,6.34
12616,7.73,6,4.33,6,6,6.2,6.32
12617,9.51,10,3.68,6,6,6.16,6.63
12618,7.84,2,3.2,3,7,3.6,3.71
12619,7.6,3,6.09,6,6,5.87,5.24
12620,7.36,32,2.03,9,4,6.59,7.29
12621,6.27,28,0.5,3,7,4.94,5.16
12622,6.96,2,3.55,4,8,3.85,6.43
12623,5.93,22,2.52,5,6,4.73,3.93
12624,6.93,19,4.24,4,8,4.37,4.89
12625,3.5,25,2.17,7,8,3.37,5.0
12626,7.64,13,4.84,3,7,2.98,4.75
12627,6.82,6,2.05,7,6,4.96,5.57
12628,6.5,22,2.03,8,7,6.51,5.48
12629,7.33,9,5.23,7,6,5.03,5.51
12630,4.85,5,3.91,6,6,4.25,4.63
12631,9.89,11,1.63,7,3,6.66,7.17
12632,6.85,29,2.1,4,6,5.48,5.67
12633,6.78,13,3.25,6,7,4.01,5.11
12634,5.55,7,1.71,5,7,4.85,4.73
12635,7.04,36,3.42,8,4,5.94,7.28
12636,9.08,43,3.49,7,6,6.26,6.93
12637,8.55,11,2.17,5,6,5.67,6.38
12638,8.28,9,5.3,7,6,5.48,5.74
12639,7.82,19,1.96,7,6,5.93,5.88
12640,6.46,1,6.49,5,7,3.71,2.48
12641,4.82,24,3.56,6,6,5.33,4.85
12642,6.7,30,2.68,7,5,5.65,4.82
12643,6.65,10,5.08,5,7,5.13,4.0
12644,8.57,4,4.07,4,7,5.16,5.95
12645,7.46,1,5.52,6,9,5.19,5.69
12646,9.42,20,0.5,9,5,7.64,7.47
12647,8.8,6,5.03,6,4,5.87,6.25
12648,6.32,12,2.96,5,7,5.14,5.26
12649,4.31,10,4.08,5,5,4.31,4.78
12650,9.08,4,3.82,8,6,7.53,5.98
12651,9.04,14,6.69,8,5,6.22,6.86
12652,4.95,12,0.5,6,6,4.88,4.01
12653,9.26,20,7.23,5,6,5.87,5.94
12654,7.57,6,5.41,5,7,4.29,4.45
12655,7.24,5,4.3,4,6,5.11,4.58
12656,9.42,34,1.13,5,5,5.8,5.59
12657,9.02,24,0.66,5,4,5.7,6.33
12658,7.98,30,2.88,5,6,5.0,4.99
12659,7.71,3,5.27,8,6,3.91,7.94
12660,7.92,5,3.99,9,6,6.27,5.61
12661,6.4,17,5.16,4,8,4.05,5.32
12662,6.92,39,1.07,5,7,5.16,5.19
12663,5.65,45,4.09,4,10,4.28,4.06
12664,6.5,36,6.19,7,5,5.32,6.16
12665,6.45,1,6.9,5,6,4.77,3.72
12666,6.05,34,1.49,4,7,4.05,5.45
12667,7.21,46,3.3,9,5,5.54,6.71
12668,6.51,1,3.32,7,7,4.73,3.4
12669,7.75,11,2.75,4,7,4.81,5.01
12670,4.57,15,5.82,9,7,4.99,5.08
12671,6.83,5,9.74,4,7,4.05,3.76
12672,7.2,15,1.77,7,6,7.21,5.67
12673,6.53,43,4.85,10,7,4.47,7.71
12674,6.74,40,4.59,6,7,5.28,5.84
12675,4.62,56,4.63,5,8,3.9,3.15
12676,7.53,13,6.67,6,8,5.21,3.73
12677,7.97,11,4.75,10,4,6.83,6.56
12678,7.74,22,0.5,9,5,6.3,7.94
12679,8.56,11,1.13,5,5,4.78,6.57
12680,7.3,1,1.87,7,4,5.28,5.16
12681,7.72,25,2.5,8,5,5.89,5.67
12682,7.23,7,3.72,5,7,3.82,4.95
12683,8.03,1,3.57,4,8,5.18,4.53
12684,4.63,0,0.5,8,6,5.84,3.79
12685,5.66,54,0.78,7,6,4.99,5.43
12686,9.38,6,0.5,7,4,5.14,5.89
12687,3.31,12,0.89,8,7,4.01,3.58
12688,6.79,60,5.98,4,9,3.35,3.83
12689,8.76,13,3.46,6,6,6.04,4.74
12690,6.86,2,2.09,10,4,5.72,6.47
12691,6.39,16,0.5,7,5,4.33,4.71
12692,7.19,2,1.97,7,4,4.72,5.58
12693,6.47,2,5.21,6,9,3.24,4.65
12694,7.05,38,4.95,3,7,4.88,4.89
12695,5.97,7,3.5,5,6,3.83,4.26
12696,8.66,23,3.47,8,7,5.93,7.61
12697,9.13,14,0.5,5,4,6.0,6.56
12698,6.8,5,2.45,6,5,4.28,6.16
12699,4.92,15,5.11,7,8,3.18,5.07
12700,6.21,1,2.65,4,7,3.91,3.98
12701,6.72,9,7.25,4,7,4.89,3.87
12702,7.76,15,6.41,6,7,4.58,5.25
12703,5.49,5,3.09,5,8,5.38,4.86
12704,5.85,22,3.47,6,8,4.25,4.55
12705,7.77,1,8.45,3,9,2.91,2.46
12706,8.41,13,5.69,5,8,4.4,4.49
12707,6.07,25,4.14,7,7,3.41,2.76
12708,5.0,11,4.37,10,5,5.78,5.37
12709,11.0,42,4.3,6,7,6.21,6.23
12710,8.17,20,3.97,7,6,5.14,5.65
12711,6.6,64,1.86,7,7,6.84,6.19
12712,8.3,7,3.2,7,5,5.37,7.41
12713,6.81,56,1.13,7,6,6.44,5.26
12714,8.3,19,5.45,4,7,4.65,5.16
12715,7.24,27,3.74,5,8,5.38,3.52
12716,7.14,46,5.55,6,6,5.53,5.75
12717,6.83,16,1.45,4,6,5.04,4.78
12718,4.83,40,6.84,7,9,3.94,6.45
12719,9.91,16,6.6,3,7,5.05,4.69
12720,5.59,18,0.85,7,7,4.68,5.01
12721,4.96,12,2.99,6,5,3.66,3.6
12722,6.68,3,3.21,7,5,4.49,6.54
12723,5.56,16,1.12,8,5,5.03,4.81
12724,6.92,76,3.48,9,7,6.48,7.26
12725,8.03,31,5.12,6,8,5.6,6.58
12726,8.49,28,3.06,3,7,5.54,3.59
12727,8.22,21,0.57,3,7,5.98,4.87
12728,6.54,9,5.54,4,8,3.48,4.15
12729,7.07,4,2.42,7,5,6.42,4.4
12730,7.61,5,2.63,3,7,3.48,3.09
12731,4.36,0,7.36,6,7,3.71,2.33
12732,7.86,22,4.79,5,6,4.22,3.84
12733,4.81,33,2.38,7,6,4.39,5.65
12734,10.06,6,1.62,7,6,5.29,4.96
12735,6.39,2,5.93,6,7,4.44,4.92
12736,6.72,8,5.79,7,6,4.37,6.27
12737,5.85,7,2.99,4,8,3.45,4.6
12738,6.06,12,1.48,8,5,5.05,4.85
12739,10.41,6,4.77,6,8,5.3,7.86
12740,8.41,8,5.19,7,6,6.05,6.05
12741,4.68,48,3.25,5,5,5.44,4.27
12742,9.26,8,1.79,2,6,3.93,6.27
12743,8.79,31,4.05,7,7,5.88,6.9
12744,6.58,20,4.92,6,7,4.97,4.67
12745,7.46,8,3.03,8,5,5.81,6.38
12746,6.98,34,4.52,7,7,6.85,6.07
12747,9.96,18,4.72,10,2,7.3,8.82
12748,5.81,0,6.29,8,6,3.9,4.34
12749,7.22,1,3.16,6,5,4.71,6.72
12750,6.36,28,1.72,3,7,4.38,3.68
12751,4.85,12,3.87,4,10,3.61,3.55
12752,10.29,10,7.38,4,7,4.83,4.53
12753,5.23,3,0.5,5,7,4.32,2.7
12754,7.33,3,0.5,6,5,6.42,4.74
12755,4.39,32,3.78,7,8,5.78,4.5
12756,6.4,35,3.24,8,5,6.69,6.8
12757,7.63,16,3.58,4,7,5.41,4.74
12758,5.76,7,3.51,4,8,4.35,4.94
12759,7.88,54,6.01,7,6,5.73,6.45
12760,6.6,20,3.92,8,7,5.26,5.22
12761,8.74,32,5.64,5,6,6.06,6.62
12762,9.04,0,0.5,8,6,6.9,6.73
12763,6.12,12,2.94,7,7,5.28,4.56
12764,7.12,41,2.37,3,6,5.48,4.78
12765,7.28,8,0.5,5,5,3.83,5.06
12766,7.93,26,4.21,5,6,5.44,5.3
